"FlowName","Enabled","DisplayName","UserType","CreatedTime","CreatedBy","LastModifiedTime","EnvironmentName","Internal"
"7d57e411-ebd9-4c18-b0b3-ff38626a88d7","True","Tar bort alla svar från Microsoft forms (23:55, Varje dag). ","Owner","02.11.2022 15:45:03","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=0f591ed1-f447-42f3-a9da-13554e3db088; userId=0f591ed1-f447-42f3-a9da-13554e3db088; userType=ActiveDirectory}","03.11.2022 07:47:00","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=7d57e411-ebd9-4c18-b0b3-ff38626a88d7; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/7d57e411-ebd9-4c18-b0b3-ff38626a88d7; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"99a54346-3231-4959-827b-3562f7b68050","True","Hämtar svarsformulär och fyller på sharepoint & mailar. ","Owner","14.10.2022 14:55:20","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=0f591ed1-f447-42f3-a9da-13554e3db088; userId=0f591ed1-f447-42f3-a9da-13554e3db088; userType=ActiveDirectory}","14.11.2022 08:42:38","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=99a54346-3231-4959-827b-3562f7b68050; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/99a54346-3231-4959-827b-3562f7b68050; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"be80f35d-7160-4930-af0c-869af19060f9","True","Skaffa en e-postpåminnelse","Owner","08.04.2022 13:50:35","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=3aa08070-1d51-4536-ab9a-d310e1ac9081; userId=3aa08070-1d51-4536-ab9a-d310e1ac9081; userType=ActiveDirectory}","08.04.2022 13:50:36","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=be80f35d-7160-4930-af0c-869af19060f9; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/be80f35d-7160-4930-af0c-869af19060f9; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"d6650c47-f4b3-4e85-b0d9-58c97f0b46c5","True","Skaffa en e-postpåminnelse - 2","Owner","08.04.2022 14:13:17","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=3aa08070-1d51-4536-ab9a-d310e1ac9081; userId=3aa08070-1d51-4536-ab9a-d310e1ac9081; userType=ActiveDirectory}","08.04.2022 14:13:17","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=d6650c47-f4b3-4e85-b0d9-58c97f0b46c5; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/d6650c47-f4b3-4e85-b0d9-58c97f0b46c5; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"8f3408fa-323f-4483-9e77-6993eb56c88b","False","Hardware Hash","Owner","19.08.2021 11:55:38","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e6b6797e-1af4-488c-bc71-25efb147cca4; userId=e6b6797e-1af4-488c-bc71-25efb147cca4; userType=ActiveDirectory}","19.08.2021 13:03:03","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=8f3408fa-323f-4483-9e77-6993eb56c88b; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/8f3408fa-323f-4483-9e77-6993eb56c88b; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"c42eba3e-e53f-41d8-aa22-de95c93ac4ff","True","Employeeflow - Rapportgenerering","Owner","30.10.2020 10:32:43","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=2f36f828-45f7-4f5d-bab2-5e973460e11d; userId=2f36f828-45f7-4f5d-bab2-5e973460e11d; userType=ActiveDirectory}","30.10.2020 14:08:09","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=c42eba3e-e53f-41d8-aa22-de95c93ac4ff; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/c42eba3e-e53f-41d8-aa22-de95c93ac4ff; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"c8172c21-172b-488d-a775-a95e96c6d155","False","Employeeflow - Mail avslut","Owner","30.10.2020 12:36:42","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=2f36f828-45f7-4f5d-bab2-5e973460e11d; userId=2f36f828-45f7-4f5d-bab2-5e973460e11d; userType=ActiveDirectory}","30.10.2020 12:46:13","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=c8172c21-172b-488d-a775-a95e96c6d155; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/c8172c21-172b-488d-a775-a95e96c6d155; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"397c7876-fb1d-4fd7-971b-bff9d787d4e9","True","ToU - When a new response is submitted -> Create item,Get response details","Owner","09.12.2022 11:03:35","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=5e88752a-7b80-4670-94d5-c66412d5d989; userId=5e88752a-7b80-4670-94d5-c66412d5d989; userType=ActiveDirectory}","09.12.2022 11:21:02","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=397c7876-fb1d-4fd7-971b-bff9d787d4e9; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/397c7876-fb1d-4fd7-971b-bff9d787d4e9; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"3f28df5d-7fdf-40a5-9bc1-900bd81f3316","True","PT - Skapa en uppgift i Planner från Microsoft Forms och publicera ett meddelande till Teams - 3","Owner","18.10.2022 15:16:18","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=5e88752a-7b80-4670-94d5-c66412d5d989; userId=5e88752a-7b80-4670-94d5-c66412d5d989; userType=ActiveDirectory}","09.12.2022 10:49:46","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=3f28df5d-7fdf-40a5-9bc1-900bd81f3316; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/3f28df5d-7fdf-40a5-9bc1-900bd81f3316; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"7af58a16-d000-4a80-a71c-87bd0a728c39","True","PT - When an item is created or modified -> Update a task,Initialize var...","Owner","08.12.2022 09:47:40","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=5e88752a-7b80-4670-94d5-c66412d5d989; userId=5e88752a-7b80-4670-94d5-c66412d5d989; userType=ActiveDirectory}","09.12.2022 10:48:47","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=7af58a16-d000-4a80-a71c-87bd0a728c39; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/7af58a16-d000-4a80-a71c-87bd0a728c39; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"8ede5506-ed04-41ee-a601-068a0668e46c","False","When a new response is submitted -> Get response details,Create ite...","Owner","09.12.2022 11:30:32","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=5e88752a-7b80-4670-94d5-c66412d5d989; userId=5e88752a-7b80-4670-94d5-c66412d5d989; userType=ActiveDirectory}","09.12.2022 11:30:33","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=8ede5506-ed04-41ee-a601-068a0668e46c; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/8ede5506-ed04-41ee-a601-068a0668e46c; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"ae8f1f59-a419-4ae3-8fbc-264473699188","True","PT - When an item is created or modified -> Create new folder","Owner","08.12.2022 08:24:16","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=5e88752a-7b80-4670-94d5-c66412d5d989; userId=5e88752a-7b80-4670-94d5-c66412d5d989; userType=ActiveDirectory}","09.12.2022 10:49:26","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=ae8f1f59-a419-4ae3-8fbc-264473699188; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/ae8f1f59-a419-4ae3-8fbc-264473699188; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"f12b99e3-2452-4650-bf96-6d11e7856ad9","True","PT - When a new response is submitted -> Get response details,Create item","Owner","08.12.2022 07:53:08","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=5e88752a-7b80-4670-94d5-c66412d5d989; userId=5e88752a-7b80-4670-94d5-c66412d5d989; userType=ActiveDirectory}","09.12.2022 12:18:04","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=f12b99e3-2452-4650-bf96-6d11e7856ad9; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/f12b99e3-2452-4650-bf96-6d11e7856ad9; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"0885fc18-22c6-4359-a173-653a6cbfff42","True","Anställningsflöde - Steg 4 - externa system","Owner","15.06.2022 06:27:10","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","11.10.2022 09:10:01","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=0885fc18-22c6-4359-a173-653a6cbfff42; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/0885fc18-22c6-4359-a173-653a6cbfff42; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"08f34f3e-e071-4034-bad1-64cf872c4ba7","True","Test Sharepoint filter scope","Owner","17.09.2022 18:41:28","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","19.09.2022 12:33:15","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=08f34f3e-e071-4034-bad1-64cf872c4ba7; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/08f34f3e-e071-4034-bad1-64cf872c4ba7; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"1b6c180e-5a8e-42d4-bea6-ac0836e902ba","True","Beställning av ny användare","Owner","12.08.2019 14:27:05","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","05.09.2022 17:59:32","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=1b6c180e-5a8e-42d4-bea6-ac0836e902ba; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/1b6c180e-5a8e-42d4-bea6-ac0836e902ba; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"21abcb5e-0fab-4306-8916-3360ff00958b","True","Anställningsflöde - steg 1 - uppskapning konto","Owner","26.04.2022 23:25:00","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","11.10.2022 15:05:55","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=21abcb5e-0fab-4306-8916-3360ff00958b; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/21abcb5e-0fab-4306-8916-3360ff00958b; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"2269e656-2e4f-4472-a380-ab4253a5a123","True","Test HTTP ID request","Owner","21.09.2022 21:54:43","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","21.09.2022 21:54:43","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=2269e656-2e4f-4472-a380-ab4253a5a123; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/2269e656-2e4f-4472-a380-ab4253a5a123; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"2e442406-52f9-4fa6-8e61-5bb3f18e4665","True","Beställning av ny Sharepoint Team Site","Owner","09.09.2019 09:28:46","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","05.09.2022 18:08:18","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=2e442406-52f9-4fa6-8e61-5bb3f18e4665; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/2e442406-52f9-4fa6-8e61-5bb3f18e4665; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"a923efb2-dcd0-4905-ab7b-8d337eca4512","True","Anställningsflöde - steg 0 - Bekräftelsemail och godkännande","Owner","23.05.2022 22:52:28","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","17.09.2022 18:58:11","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=a923efb2-dcd0-4905-ab7b-8d337eca4512; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/a923efb2-dcd0-4905-ab7b-8d337eca4512; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"afd0d1c2-3b4e-41c0-9aa2-907fcffdbe74","True","Uppdatera beläggning (Rapporter BI Ax 2012) - PROD","Owner","19.02.2020 13:54:18","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","05.09.2022 18:04:24","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=afd0d1c2-3b4e-41c0-9aa2-907fcffdbe74; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/afd0d1c2-3b4e-41c0-9aa2-907fcffdbe74; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"c152e7f9-b9fd-451a-be25-0e87ff56afe0","False","Anställningsflöde - Steg 2 - Hämta användardata","Owner","24.05.2022 23:25:34","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","11.10.2022 09:13:34","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=c152e7f9-b9fd-451a-be25-0e87ff56afe0; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/c152e7f9-b9fd-451a-be25-0e87ff56afe0; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"c4d0c0d7-bc44-49e3-99e5-60302c7240d7","True","Anställningsflöde - Steg 3 - Välkomstbrev","Owner","19.04.2022 21:30:08","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","14.09.2022 16:15:39","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=c4d0c0d7-bc44-49e3-99e5-60302c7240d7; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/c4d0c0d7-bc44-49e3-99e5-60302c7240d7; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"d1f74126-3eb2-438e-86dd-e9a6fa96a49d","True","Test HTTP request","Owner","16.09.2022 10:03:05","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","11.10.2022 07:17:09","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=d1f74126-3eb2-438e-86dd-e9a6fa96a49d; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/d1f74126-3eb2-438e-86dd-e9a6fa96a49d; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"d7325280-18b7-48dc-abfe-e6a6bf624f9d","True","Anställningsflöde - Steg 2 - Hämta användardata v2 ","Owner","11.10.2022 12:50:04","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","11.10.2022 18:17:54","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=d7325280-18b7-48dc-abfe-e6a6bf624f9d; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/d7325280-18b7-48dc-abfe-e6a6bf624f9d; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"fdfa960c-0102-41f1-8c02-a7d7713363fe","True","Namnbyte via PowerApps","Owner","02.04.2020 14:37:09","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userId=6921b534-dd3f-4b8b-9e4c-d50dbd6d066b; userType=ActiveDirectory}","25.10.2022 14:12:17","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=fdfa960c-0102-41f1-8c02-a7d7713363fe; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/fdfa960c-0102-41f1-8c02-a7d7713363fe; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"9bf66d1d-86b7-4c1a-bf0b-433ddaa29007","False","OTO - Anmälning","Owner","25.08.2020 12:22:24","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=c1d7df95-e5c7-4156-8205-5da99fc3ff26; userId=c1d7df95-e5c7-4156-8205-5da99fc3ff26; userType=ActiveDirectory}","02.09.2020 15:02:51","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=9bf66d1d-86b7-4c1a-bf0b-433ddaa29007; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/9bf66d1d-86b7-4c1a-bf0b-433ddaa29007; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"e8278b8c-cf0c-4587-a51e-fc89478ac95a","False","Copy of - OTO - Anmälning Backup","Owner","02.09.2020 12:38:07","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=c1d7df95-e5c7-4156-8205-5da99fc3ff26; userId=c1d7df95-e5c7-4156-8205-5da99fc3ff26; userType=ActiveDirectory}","02.09.2020 12:38:08","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=e8278b8c-cf0c-4587-a51e-fc89478ac95a; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/e8278b8c-cf0c-4587-a51e-fc89478ac95a; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"98d0a576-f538-4f8b-9f24-4ebb162619ab","False","När ett nytt e-postmeddelande tas emot (v3) -> Flytta e-post (V2)","Owner","29.06.2022 11:42:43","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=dfa1193e-4135-45ca-8ab4-909669cf27b8; userId=dfa1193e-4135-45ca-8ab4-909669cf27b8; userType=ActiveDirectory}","29.06.2022 11:44:40","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=98d0a576-f538-4f8b-9f24-4ebb162619ab; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/98d0a576-f538-4f8b-9f24-4ebb162619ab; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"e87ba799-0af6-45f3-aaf1-18baa00c6eef","True","PowerApp -> Skapa wordfil automatisk med mall","Owner","22.02.2022 16:02:01","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=dfa1193e-4135-45ca-8ab4-909669cf27b8; userId=dfa1193e-4135-45ca-8ab4-909669cf27b8; userType=ActiveDirectory}","24.03.2022 12:19:52","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=e87ba799-0af6-45f3-aaf1-18baa00c6eef; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/e87ba799-0af6-45f3-aaf1-18baa00c6eef; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"00e65114-e923-45f8-ad6e-a1fa07fb9e7e","True","Klicka på en knapp för att läsa information från fakturor med AI Builder","Owner","06.07.2022 09:45:58","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userType=ActiveDirectory}","06.07.2022 10:54:21","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=00e65114-e923-45f8-ad6e-a1fa07fb9e7e; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/00e65114-e923-45f8-ad6e-a1fa07fb9e7e; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"2b2f0181-189a-4f9e-a246-8e677786a44e","True","Namnlös översikt - Namnlös rad - 1e82bbce-f0e0-ec11-bb3c-000d3ab44803","Owner","31.05.2022 14:49:34","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userType=ActiveDirectory}","31.05.2022 14:49:35","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=2b2f0181-189a-4f9e-a246-8e677786a44e; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/2b2f0181-189a-4f9e-a246-8e677786a44e; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"326b7bf0-db4c-482f-9978-0689c76e96ef","False","Skapa Planner-uppgifter för flaggade e-postmeddelanden i Office 365","Owner","04.04.2022 11:11:05","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userType=ActiveDirectory}","04.04.2022 12:35:23","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=326b7bf0-db4c-482f-9978-0689c76e96ef; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/326b7bf0-db4c-482f-9978-0689c76e96ef; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"39568360-fa60-487d-b9f3-56e6b3242cdd","True","Begär godkännande av chefen för en vald fil","Owner","13.05.2022 07:15:59","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userType=ActiveDirectory}","16.05.2022 06:58:34","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=39568360-fa60-487d-b9f3-56e6b3242cdd; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/39568360-fa60-487d-b9f3-56e6b3242cdd; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"7495432c-0ccb-4434-9f13-4bd89bc35bb2","True","Extrahera text från bilder eller PDF-dokument med textigenkänningsfunktionen i AI Builder","Owner","06.07.2022 14:01:02","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userType=ActiveDirectory}","06.07.2022 14:07:13","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=7495432c-0ccb-4434-9f13-4bd89bc35bb2; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/7495432c-0ccb-4434-9f13-4bd89bc35bb2; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"ce08725a-e04b-4cf3-8194-1b4cbab06f9f","False","Use form processing model to extract data from documents in OneDrive","Owner","06.07.2022 12:18:38","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userType=ActiveDirectory}","06.07.2022 13:26:56","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=ce08725a-e04b-4cf3-8194-1b4cbab06f9f; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/ce08725a-e04b-4cf3-8194-1b4cbab06f9f; type=Microsoft.ProcessSimple/environments/flows; properties=}"
"db5c3b70-fffc-43d1-bcf6-b10d5f3a6ea5","True","Namnlös översikt - Namnlös rad - b5e4ea86-f0e0-ec11-bb3c-000d3ab44803","Owner","31.05.2022 14:47:42","@{tenantId=7b249638-09df-45a2-b72f-392ddea03793; objectId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userId=e7f0bf6c-62ac-4033-8dda-221ea38ff711; userType=ActiveDirectory}","31.05.2022 14:47:42","Default-7b249638-09df-45a2-b72f-392ddea03793","@{name=db5c3b70-fffc-43d1-bcf6-b10d5f3a6ea5; id=/providers/Microsoft.ProcessSimple/environments/Default-7b249638-09df-45a2-b72f-392ddea03793/flows/db5c3b70-fffc-43d1-bcf6-b10d5f3a6ea5; type=Microsoft.ProcessSimple/environments/flows; properties=}"
